rank,Name,Year,State,male_count,female_count,unisex_score
15,Aisha,1988,DC,,9,0.0
16,Alan,1988,DC,10,,0.0
17,Albert,1988,DC,7,,0.0
18,Alberto,1988,DC,5,,0.0
19,Alex,1988,DC,19,,0.0
20,Alexa,1988,DC,,6,0.0
21,Alexander,1988,DC,109,,0.0
22,Alexandra,1988,DC,,68,0.0
23,Alexandria,1988,DC,,9,0.0
24,Alexis,1988,DC,,29,0.0
25,Alice,1988,DC,,5,0.0
26,Alicia,1988,DC,,25,0.0
27,Alisha,1988,DC,,5,0.0
28,Alison,1988,DC,,18,0.0
29,Allan,1988,DC,6,,0.0
30,Allen,1988,DC,5,,0.0
1,Devon,1988,DE,6,8,75.0
2,Jordan,1988,DE,13,8,61.54
3,Casey,1988,DE,6,13,46.15
4,Aaron,1988,DE,38,,0.0
5,Abigail,1988,DE,,9,0.0
6,Adam,1988,DE,48,,0.0
7,Alan,1988,DE,8,,0.0
8,Albert,1988,DE,6,,0.0
9,Alex,1988,DE,13,,0.0
10,Alexa,1988,DE,,5,0.0
11,Alexander,1988,DE,35,,0.0
12,Alexandra,1988,DE,,15,0.0
13,Alexis,1988,DE,,18,0.0
14,Alicia,1988,DE,,23,0.0
15,Alison,1988,DE,,7,0.0
16,Allen,1988,DE,6,,0.0
17,Allison,1988,DE,,20,0.0
18,Alyssa,1988,DE,,17,0.0
19,Amanda,1988,DE,,143,0.0
20,Amber,1988,DE,,65,0.0
21,Amy,1988,DE,,26,0.0
22,Andre,1988,DE,11,,0.0
23,Andrea,1988,DE,,22,0.0
24,Andrew,1988,DE,124,,0.0
25,Angel,1988,DE,,7,0.0
26,Angela,1988,DE,,23,0.0
27,Angelica,1988,DE,,6,0.0
28,Anna,1988,DE,,13,0.0
29,Anthony,1988,DE,68,,0.0
30,Antoine,1988,DE,6,,0.0
1,Jaime,1988,FL,49,49,100.0
2,Kendal,1988,FL,5,5,100.0
3,Angel,1988,FL,76,82,92.68
4,Casey,1988,FL,174,160,91.95
5,Shea,1988,FL,8,9,88.89
6,Kerry,1988,FL,25,30,83.33
7,Ali,1988,FL,10,12,83.33
8,Carey,1988,FL,10,8,80.0
9,Jody,1988,FL,10,8,80.0
10,Kristian,1988,FL,11,14,78.57
11,Jessie,1988,FL,61,47,77.05
12,Sunny,1988,FL,6,8,75.0
13,Taylor,1988,FL,136,101,74.26
14,Kirby,1988,FL,5,7,71.43
15,Unknown,1988,FL,57,40,70.18
16,Mckenzie,1988,FL,7,10,70.0
17,Jackie,1988,FL,11,16,68.75
18,Kendall,1988,FL,23,35,65.71
19,Ashton,1988,FL,21,33,63.64
20,Marion,1988,FL,11,7,63.64
21,Aubrey,1988,FL,17,27,62.96
22,Avery,1988,FL,16,8,50.0
23,Joan,1988,FL,5,10,50.0
24,Kim,1988,FL,5,10,50.0
25,Tory,1988,FL,10,5,50.0
26,Blair,1988,FL,11,23,47.83
27,Noel,1988,FL,34,14,41.18
28,Elisha,1988,FL,5,13,38.46
29,Mackenzie,1988,FL,8,21,38.1
30,Dominique,1988,FL,49,132,37.12
1,Shea,1988,GA,8,8,100.0
2,Justine,1988,GA,9,8,88.89
3,Casey,1988,GA,124,106,85.48
4,Loren,1988,GA,7,9,77.78
5,Taylor,1988,GA,112,77,68.75
6,Tracy,1988,GA,19,29,65.52
7,Aubrey,1988,GA,9,14,64.29
8,Baby,1988,GA,7,11,63.64
9,Kendall,1988,GA,24,15,62.5
10,Jessie,1988,GA,41,24,58.54
11,Mackenzie,1988,GA,9,16,56.25
12,Ashton,1988,GA,14,28,50.0
13,Jackie,1988,GA,14,7,50.0
14,Jaime,1988,GA,6,12,50.0
15,Dallas,1988,GA,13,6,46.15
16,Carey,1988,GA,11,5,45.45
17,Dominique,1988,GA,79,34,43.04
18,Christian,1988,GA,59,25,42.37
19,Frankie,1988,GA,12,5,41.67
20,Madison,1988,GA,9,22,40.91
21,Jordan,1988,GA,162,66,40.74
22,Avery,1988,GA,15,6,40.0
23,Adrian,1988,GA,69,24,34.78
24,Gabriel,1988,GA,35,12,34.29
25,Tristan,1988,GA,15,5,33.33
26,Kerry,1988,GA,31,10,32.26
27,Sidney,1988,GA,19,6,31.58
28,Jamie,1988,GA,51,162,31.48
29,Stacey,1988,GA,9,29,31.03
30,Marion,1988,GA,23,6,26.09
1,Robin,1988,HI,9,8,88.89
2,Taylor,1988,HI,7,11,63.64
3,Morgan,1988,HI,8,5,62.5
4,Casey,1988,HI,28,17,60.71
5,Shannon,1988,HI,11,23,47.83
6,Angel,1988,HI,6,13,46.15
7,Kelly,1988,HI,5,25,20.0
8,Kelsey,1988,HI,5,29,17.24
9,Jamie,1988,HI,7,47,14.89
10,Jordan,1988,HI,61,7,11.48
11,Erin,1988,HI,5,47,10.64
12,Aaron,1988,HI,95,,0.0
13,Abraham,1988,HI,9,,0.0
14,Adam,1988,HI,32,,0.0
15,Adrian,1988,HI,10,,0.0
16,Alan,1988,HI,25,,0.0
17,Alana,1988,HI,,15,0.0
18,Albert,1988,HI,10,,0.0
19,Alex,1988,HI,17,,0.0
20,Alexa,1988,HI,,5,0.0
21,Alexander,1988,HI,55,,0.0
22,Alexandra,1988,HI,,26,0.0
23,Alexandria,1988,HI,,5,0.0
24,Alexis,1988,HI,,12,0.0
25,Alfred,1988,HI,8,,0.0
26,Alicia,1988,HI,,17,0.0
27,Alika,1988,HI,9,,0.0
28,Alisha,1988,HI,,9,0.0
29,Alison,1988,HI,,7,0.0
30,Alissa,1988,HI,,5,0.0
1,Kerry,1988,IA,5,5,100.0
2,Kasey,1988,IA,11,16,68.75
3,Taylor,1988,IA,58,39,67.24
4,Jessie,1988,IA,9,17,52.94
5,Casey,1988,IA,59,31,52.54
6,Micah,1988,IA,16,8,50.0
7,Jaime,1988,IA,5,10,50.0
8,Tracy,1988,IA,5,14,35.71
9,Jamie,1988,IA,27,101,26.73
10,Jordan,1988,IA,157,33,21.02
11,Morgan,1988,IA,9,48,18.75
12,Shelby,1988,IA,5,27,18.52
13,Mackenzie,1988,IA,5,30,16.67
14,Kelly,1988,IA,12,73,16.44
15,Alex,1988,IA,178,9,5.06
16,Cody,1988,IA,280,6,2.14
17,Aaron,1988,IA,206,,0.0
18,Abbey,1988,IA,,18,0.0
19,Abbie,1988,IA,,8,0.0
20,Abby,1988,IA,,59,0.0
21,Abigail,1988,IA,,54,0.0
22,Abram,1988,IA,5,,0.0
23,Adam,1988,IA,315,,0.0
24,Addison,1988,IA,7,,0.0
25,Adrian,1988,IA,6,,0.0
26,Adrienne,1988,IA,,9,0.0
27,Aimee,1988,IA,,21,0.0
28,Alan,1988,IA,24,,0.0
29,Albert,1988,IA,8,,0.0
30,Alec,1988,IA,14,,0.0
1,Morgan,1988,ID,10,9,90.0
2,Kelly,1988,ID,7,8,87.5
3,Jessie,1988,ID,6,11,54.55
4,Casey,1988,ID,36,10,27.78
5,Jamie,1988,ID,9,38,23.68
6,Jordan,1988,ID,77,18,23.38
7,Taylor,1988,ID,27,6,22.22
8,Aaron,1988,ID,62,,0.0
9,Abby,1988,ID,,7,0.0
10,Abel,1988,ID,6,,0.0
11,Abigail,1988,ID,,11,0.0
12,Adam,1988,ID,57,,0.0
13,Adrienne,1988,ID,,6,0.0
14,Aimee,1988,ID,,8,0.0
15,Alan,1988,ID,12,,0.0
16,Alex,1988,ID,40,,0.0
17,Alexa,1988,ID,,6,0.0
18,Alexander,1988,ID,51,,0.0
19,Alexandra,1988,ID,,22,0.0
20,Alexandria,1988,ID,,6,0.0
21,Alexis,1988,ID,,5,0.0
22,Alice,1988,ID,,5,0.0
23,Alicia,1988,ID,,30,0.0
24,Alisa,1988,ID,,5,0.0
25,Alisha,1988,ID,,14,0.0
26,Alison,1988,ID,,12,0.0
27,Allen,1988,ID,6,,0.0
28,Allison,1988,ID,,13,0.0
29,Allyson,1988,ID,,6,0.0
30,Alysha,1988,ID,,8,0.0
1,Ali,1988,IL,15,15,100.0
2,Ivory,1988,IL,9,9,100.0
3,Kirby,1988,IL,10,9,90.0
4,Casey,1988,IL,106,122,86.89
5,Jody,1988,IL,6,7,85.71
6,Devan,1988,IL,9,7,77.78
7,Kendal,1988,IL,5,7,71.43
8,Angel,1988,IL,92,65,70.65
9,Shea,1988,IL,10,7,70.0
10,Jessie,1988,IL,53,37,69.81
11,Paris,1988,IL,22,35,62.86
12,Kerry,1988,IL,20,32,62.5
13,Carey,1988,IL,8,5,62.5
14,Dusty,1988,IL,8,5,62.5
15,Marion,1988,IL,5,8,62.5
16,Dakota,1988,IL,14,8,57.14
17,Taylor,1988,IL,81,147,55.1
18,Ariel,1988,IL,18,33,54.55
19,Lashawn,1988,IL,6,11,54.55
20,Jaime,1988,IL,71,38,53.52
21,Shelby,1988,IL,10,20,50.0
22,Dorian,1988,IL,18,9,50.0
23,Jean,1988,IL,6,12,50.0
24,London,1988,IL,12,6,50.0
25,Kendall,1988,IL,40,19,47.5
26,Kameron,1988,IL,13,6,46.15
27,Jackie,1988,IL,10,22,45.45
28,Blair,1988,IL,9,21,42.86
29,Jayme,1988,IL,7,17,41.18
30,Guadalupe,1988,IL,15,41,36.59
1,Noel,1988,IN,6,6,100.0
2,Taylor,1988,IN,61,63,96.83
3,Infant,1988,IN,60,64,93.75
4,Casey,1988,IN,95,107,88.79
5,Sidney,1988,IN,6,5,83.33
6,Dominique,1988,IN,17,21,80.95
7,Blair,1988,IN,8,6,75.0
8,Jackie,1988,IN,10,14,71.43
9,Kendall,1988,IN,6,9,66.67
10,Kerry,1988,IN,6,9,66.67
11,Tristan,1988,IN,13,7,53.85
12,Christian,1988,IN,36,14,38.89
13,Ashton,1988,IN,7,18,38.89
14,Jaime,1988,IN,6,16,37.5
15,Kasey,1988,IN,15,44,34.09
16,Jessie,1988,IN,9,30,30.0
17,Dakota,1988,IN,17,5,29.41
18,Micah,1988,IN,28,8,28.57
19,Tracy,1988,IN,6,25,24.0
20,Jordan,1988,IN,310,70,22.58
21,Adrian,1988,IN,42,9,21.43
22,Morgan,1988,IN,17,93,18.28
23,Jamie,1988,IN,28,160,17.5
24,Lee,1988,IN,45,6,13.33
25,Devon,1988,IN,53,7,13.21
26,Dana,1988,IN,6,46,13.04
27,Kelly,1988,IN,22,172,12.79
28,Gabriel,1988,IN,46,5,10.87
29,Devin,1988,IN,89,9,10.11
30,Shannon,1988,IN,8,108,7.41
1,Jaime,1988,KS,10,11,90.91
2,Ashton,1988,KS,6,7,85.71
3,Taylor,1988,KS,62,34,54.84
4,Devon,1988,KS,11,6,54.55
5,Jessie,1988,KS,10,19,52.63
6,Dominique,1988,KS,10,5,50.0
7,Tracy,1988,KS,7,16,43.75
8,Casey,1988,KS,65,27,41.54
9,Jordan,1988,KS,155,50,32.26
10,Dana,1988,KS,5,23,21.74
11,Christian,1988,KS,28,6,21.43
12,Micah,1988,KS,25,5,20.0
13,Kelly,1988,KS,14,72,19.44
14,Jamie,1988,KS,15,91,16.48
15,Morgan,1988,KS,9,63,14.29
16,Devin,1988,KS,55,7,12.73
17,Shannon,1988,KS,5,42,11.9
18,Alex,1988,KS,85,10,11.76
19,Cameron,1988,KS,82,5,6.1
20,Courtney,1988,KS,6,121,4.96
21,Aaron,1988,KS,229,,0.0
22,Abbey,1988,KS,,9,0.0
23,Abbie,1988,KS,,9,0.0
24,Abby,1988,KS,,43,0.0
25,Abigail,1988,KS,,37,0.0
26,Adam,1988,KS,185,,0.0
27,Adrian,1988,KS,17,,0.0
28,Adriana,1988,KS,,8,0.0
29,Adrianna,1988,KS,,5,0.0
30,Adrianne,1988,KS,,5,0.0
1,Dominique,1988,KY,12,13,92.31
2,Devon,1988,KY,10,9,90.0
3,Casey,1988,KY,72,59,81.94
4,Jody,1988,KY,6,8,75.0
5,Taylor,1988,KY,28,38,73.68
6,Jackie,1988,KY,10,7,70.0
7,Jessie,1988,KY,18,10,55.56
8,Adrian,1988,KY,15,7,46.67
9,Christian,1988,KY,26,11,42.31
10,Shelby,1988,KY,6,17,35.29
11,Jamie,1988,KY,34,113,30.09
12,Shannon,1988,KY,18,66,27.27
13,Leslie,1988,KY,12,60,20.0
14,Lee,1988,KY,25,5,20.0
15,Kasey,1988,KY,9,47,19.15
16,Devin,1988,KY,38,7,18.42
17,Morgan,1988,KY,14,77,18.18
18,Jordan,1988,KY,209,36,17.22
19,Kelly,1988,KY,12,98,12.24
20,Corey,1988,KY,127,10,7.87
21,Jesse,1988,KY,121,7,5.79
22,Courtney,1988,KY,10,218,4.59
23,Ryan,1988,KY,277,9,3.25
24,Cody,1988,KY,185,5,2.7
25,Travis,1988,KY,215,5,2.33
26,David,1988,KY,455,7,1.54
27,Daniel,1988,KY,363,5,1.38
28,Michael,1988,KY,755,10,1.32
29,Jonathan,1988,KY,398,5,1.26
30,Justin,1988,KY,784,9,1.15
1,Shea,1988,LA,9,9,100.0
2,Ashton,1988,LA,25,24,96.0
3,Shelby,1988,LA,9,8,88.89
4,Jackie,1988,LA,8,6,75.0
5,Casey,1988,LA,96,71,73.96
6,Tory,1988,LA,10,7,70.0
7,Aubrey,1988,LA,6,9,66.67
8,Francis,1988,LA,9,6,66.67
9,Justine,1988,LA,6,9,66.67
10,Kirby,1988,LA,9,6,66.67
11,Noel,1988,LA,6,9,66.67
12,Taylor,1988,LA,96,62,64.58
13,Javon,1988,LA,8,5,62.5
14,Jessie,1988,LA,36,21,58.33
15,Kristian,1988,LA,7,12,58.33
16,Charlie,1988,LA,19,10,52.63
17,Madison,1988,LA,6,12,50.0
18,Christian,1988,LA,68,33,48.53
19,Ivory,1988,LA,11,5,45.45
20,Kasey,1988,LA,14,31,45.16
21,Devon,1988,LA,21,9,42.86
22,Tracey,1988,LA,5,13,38.46
23,Dominique,1988,LA,32,87,36.78
24,Kendall,1988,LA,39,12,30.77
25,Coty,1988,LA,17,5,29.41
26,Dakota,1988,LA,17,5,29.41
27,Micah,1988,LA,31,8,25.81
28,Tracy,1988,LA,8,32,25.0
29,Blair,1988,LA,8,34,23.53
30,Jamie,1988,LA,36,154,23.38
1,Noel,1988,MA,11,10,90.91
2,Devon,1988,MA,18,16,88.89
3,Dana,1988,MA,39,34,87.18
4,Taylor,1988,MA,72,95,75.79
5,Rene,1988,MA,8,6,75.0
6,Ali,1988,MA,7,5,71.43
7,Casey,1988,MA,60,86,69.77
8,Jaime,1988,MA,21,34,61.76
9,Jean,1988,MA,20,9,45.0
10,Alexis,1988,MA,16,40,40.0
11,Ariel,1988,MA,14,35,40.0
12,Morgan,1988,MA,14,35,40.0
13,Jamie,1988,MA,45,130,34.62
14,Colby,1988,MA,18,6,33.33
15,Dominique,1988,MA,6,23,26.09
16,Jessie,1988,MA,8,32,25.0
17,Jordan,1988,MA,98,20,20.41
18,Angel,1988,MA,62,12,19.35
19,Lee,1988,MA,37,7,18.92
20,Devin,1988,MA,66,12,18.18
21,Leslie,1988,MA,5,41,12.2
22,Cameron,1988,MA,69,6,8.7
23,Corey,1988,MA,214,12,5.61
24,Cory,1988,MA,112,5,4.46
25,Jesse,1988,MA,141,6,4.26
26,Alexander,1988,MA,491,14,2.85
27,Ryan,1988,MA,875,22,2.51
28,Erin,1988,MA,5,284,1.76
29,Kelly,1988,MA,5,311,1.61
30,Kyle,1988,MA,475,7,1.47
1,Dominque,1988,MD,6,6,100.0
2,Taylor,1988,MD,35,40,87.5
3,Blair,1988,MD,12,14,85.71
4,Jessie,1988,MD,15,20,75.0
5,Dominique,1988,MD,26,37,70.27
6,Aubrey,1988,MD,7,10,70.0
7,Kendall,1988,MD,23,16,69.57
8,Baby,1988,MD,45,31,68.89
9,Casey,1988,MD,36,68,52.94
10,Paris,1988,MD,5,13,38.46
11,Lee,1988,MD,16,6,37.5
12,Jordan,1988,MD,115,41,35.65
13,Ariel,1988,MD,5,17,29.41
14,Christian,1988,MD,75,22,29.33
15,Morgan,1988,MD,15,58,25.86
16,Adrian,1988,MD,26,6,23.08
17,Dana,1988,MD,11,64,17.19
18,Leslie,1988,MD,7,48,14.58
19,Terry,1988,MD,35,5,14.29
20,Jamie,1988,MD,15,115,13.04
21,Devon,1988,MD,50,6,12.0
22,Cody,1988,MD,69,8,11.59
23,Robin,1988,MD,5,44,11.36
24,Corey,1988,MD,137,14,10.22
25,Devin,1988,MD,99,8,8.08
26,Jesse,1988,MD,124,7,5.65
27,Kelly,1988,MD,11,220,5.0
28,Courtney,1988,MD,10,213,4.69
29,Tyler,1988,MD,136,5,3.68
30,Shannon,1988,MD,7,213,3.29
1,Casey,1988,ME,23,21,91.3
2,Devon,1988,ME,8,5,62.5
3,Dana,1988,ME,13,7,53.85
4,Taylor,1988,ME,15,7,46.67
5,Jordan,1988,ME,35,11,31.43
6,Jamie,1988,ME,7,37,18.92
7,Morgan,1988,ME,5,29,17.24
8,Aaron,1988,ME,75,,0.0
9,Abby,1988,ME,,9,0.0
10,Abigail,1988,ME,,25,0.0
11,Adam,1988,ME,101,,0.0
12,Adrienne,1988,ME,,7,0.0
13,Aimee,1988,ME,,11,0.0
14,Alan,1988,ME,13,,0.0
15,Albert,1988,ME,8,,0.0
16,Alex,1988,ME,41,,0.0
17,Alexander,1988,ME,85,,0.0
18,Alexandra,1988,ME,,18,0.0
19,Alexis,1988,ME,,7,0.0
20,Alicia,1988,ME,,31,0.0
21,Alisha,1988,ME,,12,0.0
22,Alison,1988,ME,,25,0.0
23,Allen,1988,ME,9,,0.0
24,Allison,1988,ME,,36,0.0
25,Allyson,1988,ME,,7,0.0
26,Alyson,1988,ME,,8,0.0
27,Alyssa,1988,ME,,37,0.0
28,Amanda,1988,ME,,228,0.0
29,Amber,1988,ME,,88,0.0
30,Amelia,1988,ME,,6,0.0
1,Baby,1988,MI,14,14,100.0
2,Paris,1988,MI,12,12,100.0
3,Kendall,1988,MI,22,20,90.91
4,Devan,1988,MI,6,7,85.71
5,Quinn,1988,MI,6,7,85.71
6,Taylor,1988,MI,60,71,84.51
7,Carey,1988,MI,6,5,83.33
8,Kim,1988,MI,6,5,83.33
9,Casey,1988,MI,129,104,80.62
10,Ashton,1988,MI,13,17,76.47
11,Dominque,1988,MI,8,6,75.0
12,Lane,1988,MI,5,7,71.43
13,London,1988,MI,7,5,71.43
14,Noel,1988,MI,10,7,70.0
15,Kerry,1988,MI,9,13,69.23
16,Jessie,1988,MI,34,52,65.38
17,Blair,1988,MI,10,16,62.5
18,Sidney,1988,MI,13,7,53.85
19,Dominique,1988,MI,44,91,48.35
20,Mackenzie,1988,MI,12,28,42.86
21,Loren,1988,MI,18,7,38.89
22,Jackie,1988,MI,6,16,37.5
23,Kasey,1988,MI,14,38,36.84
24,Tristan,1988,MI,19,6,31.58
25,Bobbie,1988,MI,6,21,28.57
26,Christian,1988,MI,75,20,26.67
27,Jaime,1988,MI,9,34,26.47
28,Jayme,1988,MI,5,19,26.32
29,Devon,1988,MI,74,17,22.97
30,Justine,1988,MI,16,72,22.22
1,Sue,1988,MN,5,5,100.0
2,Ashton,1988,MN,5,6,83.33
3,Devon,1988,MN,5,6,83.33
4,Adrian,1988,MN,8,6,75.0
5,Ali,1988,MN,5,7,71.43
6,Casey,1988,MN,98,49,50.0
7,Kendall,1988,MN,5,10,50.0
8,Noel,1988,MN,5,10,50.0
9,Taylor,1988,MN,91,45,49.45
10,Jessie,1988,MN,11,23,47.83
11,Blair,1988,MN,5,11,45.45
12,Jade,1988,MN,5,12,41.67
13,Mackenzie,1988,MN,12,39,30.77
14,Jamie,1988,MN,36,146,24.66
15,Kasey,1988,MN,7,29,24.14
16,Devin,1988,MN,39,8,20.51
17,Dana,1988,MN,10,54,18.52
18,Morgan,1988,MN,7,45,15.56
19,Jordan,1988,MN,225,27,12.0
20,Kelly,1988,MN,24,267,8.99
21,Corey,1988,MN,138,9,6.52
22,Jesse,1988,MN,191,8,4.19
23,Courtney,1988,MN,7,167,4.19
24,Alex,1988,MN,200,8,4.0
25,Cody,1988,MN,247,8,3.24
26,Cory,1988,MN,169,5,2.96
27,Kelsey,1988,MN,6,275,2.18
28,Kyle,1988,MN,521,7,1.34
29,Anthony,1988,MN,474,6,1.27
30,Elizabeth,1988,MN,5,412,1.21
1,Loren,1988,MO,13,13,100.0
2,Kerry,1988,MO,9,9,100.0
3,Dominique,1988,MO,20,19,95.0
4,Taylor,1988,MO,71,61,85.92
5,Frankie,1988,MO,7,6,85.71
6,Shea,1988,MO,7,6,85.71
7,Casey,1988,MO,83,105,79.05
8,Riley,1988,MO,7,5,71.43
9,Jackie,1988,MO,6,10,60.0
10,Jessie,1988,MO,24,41,58.54
11,Micah,1988,MO,28,14,50.0
12,Jody,1988,MO,5,10,50.0
13,Ashton,1988,MO,6,13,46.15
14,Kendall,1988,MO,14,6,42.86
15,Tracy,1988,MO,14,35,40.0
16,Mackenzie,1988,MO,5,13,38.46
17,Shelby,1988,MO,8,23,34.78
18,Devon,1988,MO,30,10,33.33
19,Coty,1988,MO,15,5,33.33
20,Cortney,1988,MO,6,21,28.57
21,Christian,1988,MO,49,13,26.53
22,Robin,1988,MO,6,24,25.0
23,Jordan,1988,MO,210,52,24.76
24,Morgan,1988,MO,22,92,23.91
25,Lee,1988,MO,28,5,17.86
26,Shannon,1988,MO,21,140,15.0
27,Devin,1988,MO,98,12,12.24
28,Kasey,1988,MO,5,42,11.9
29,Jamie,1988,MO,21,193,10.88
30,Kelly,1988,MO,16,187,8.56
1,Taylor,1988,MS,20,18,90.0
2,Casey,1988,MS,53,47,88.68
3,Aubrey,1988,MS,5,6,83.33
4,Marion,1988,MS,5,6,83.33
5,Kendall,1988,MS,7,5,71.43
6,Tracy,1988,MS,6,9,66.67
7,Christian,1988,MS,26,15,57.69
8,Adrian,1988,MS,31,17,54.84
9,Jamie,1988,MS,27,51,52.94
10,Jessie,1988,MS,25,13,52.0
11,Dominique,1988,MS,13,26,50.0
12,Gabriel,1988,MS,14,7,50.0
13,Jordan,1988,MS,49,21,42.86
14,Devin,1988,MS,32,12,37.5
15,Avery,1988,MS,14,5,35.71
16,Kelsey,1988,MS,7,20,35.0
17,Cortney,1988,MS,6,19,31.58
18,Demetrius,1988,MS,18,5,27.78
19,Lee,1988,MS,29,8,27.59
20,Stacey,1988,MS,5,19,26.32
21,Stacy,1988,MS,6,24,25.0
22,Shannon,1988,MS,10,50,20.0
23,Kelly,1988,MS,7,36,19.44
24,Leslie,1988,MS,5,29,17.24
25,Courtney,1988,MS,36,222,16.22
26,Morgan,1988,MS,6,47,12.77
27,Cameron,1988,MS,54,5,9.26
28,Andrea,1988,MS,5,68,7.35
29,Ryan,1988,MS,97,6,6.19
30,Eric,1988,MS,140,5,3.57
1,Baby,1988,MT,8,9,88.89
2,Jade,1988,MT,5,8,62.5
3,Kelly,1988,MT,11,20,55.0
4,Jordan,1988,MT,32,13,40.63
5,Jamie,1988,MT,8,23,34.78
6,Casey,1988,MT,35,8,22.86
7,Aaron,1988,MT,48,,0.0
8,Abbey,1988,MT,,5,0.0
9,Abby,1988,MT,,5,0.0
10,Abigail,1988,MT,,5,0.0
11,Adam,1988,MT,46,,0.0
12,Aimee,1988,MT,,5,0.0
13,Alan,1988,MT,10,,0.0
14,Alex,1988,MT,18,,0.0
15,Alexander,1988,MT,13,,0.0
16,Alexandra,1988,MT,,7,0.0
17,Alexandria,1988,MT,,7,0.0
18,Alexis,1988,MT,,8,0.0
19,Alicia,1988,MT,,19,0.0
20,Alisha,1988,MT,,7,0.0
21,Alison,1988,MT,,8,0.0
22,Alissa,1988,MT,,7,0.0
23,Allen,1988,MT,10,,0.0
24,Allison,1988,MT,,22,0.0
25,Allyson,1988,MT,,5,0.0
26,Alysha,1988,MT,,7,0.0
27,Alyssa,1988,MT,,26,0.0
28,Amanda,1988,MT,,126,0.0
29,Amber,1988,MT,,61,0.0
30,Amy,1988,MT,,25,0.0
1,Channing,1988,NC,6,6,100.0
2,Kendall,1988,NC,23,24,95.83
3,Kerry,1988,NC,9,8,88.89
4,Lacy,1988,NC,7,8,87.5
5,Dominque,1988,NC,6,7,85.71
6,Jessie,1988,NC,38,32,84.21
7,Demetrice,1988,NC,5,6,83.33
8,Kim,1988,NC,5,6,83.33
9,Noel,1988,NC,6,5,83.33
10,Sidney,1988,NC,14,11,78.57
11,Aubrey,1988,NC,10,13,76.92
12,Chandler,1988,NC,8,6,75.0
13,Dominique,1988,NC,52,37,71.15
14,Jaime,1988,NC,7,10,70.0
15,Sandy,1988,NC,7,10,70.0
16,Casey,1988,NC,104,154,67.53
17,Christian,1988,NC,51,34,66.67
18,Taylor,1988,NC,91,60,65.93
19,Marion,1988,NC,11,7,63.64
20,Stevie,1988,NC,10,17,58.82
21,Parker,1988,NC,9,5,55.56
22,Carey,1988,NC,12,6,50.0
23,Jackie,1988,NC,12,6,50.0
24,Jamie,1988,NC,79,178,44.38
25,Paris,1988,NC,6,14,42.86
26,Devon,1988,NC,26,11,42.31
27,Jordan,1988,NC,212,89,41.98
28,Kristian,1988,NC,5,12,41.67
29,Jody,1988,NC,20,7,35.0
30,Cortney,1988,NC,6,27,22.22
1,Kelly,1988,ND,11,16,68.75
2,Dana,1988,ND,5,10,50.0
3,Taylor,1988,ND,18,7,38.89
4,Casey,1988,ND,44,16,36.36
5,Jamie,1988,ND,5,21,23.81
6,Aaron,1988,ND,56,,0.0
7,Abby,1988,ND,,8,0.0
8,Abigail,1988,ND,,11,0.0
9,Adam,1988,ND,68,,0.0
10,Aimee,1988,ND,,5,0.0
11,Alan,1988,ND,10,,0.0
12,Alex,1988,ND,43,,0.0
13,Alexa,1988,ND,,8,0.0
14,Alexander,1988,ND,46,,0.0
15,Alexandra,1988,ND,,16,0.0
16,Alexis,1988,ND,,14,0.0
17,Alicia,1988,ND,,21,0.0
18,Alisha,1988,ND,,14,0.0
19,Alison,1988,ND,,17,0.0
20,Alissa,1988,ND,,5,0.0
21,Allen,1988,ND,5,,0.0
22,Allison,1988,ND,,32,0.0
23,Alyssa,1988,ND,,47,0.0
24,Amanda,1988,ND,,157,0.0
25,Amber,1988,ND,,73,0.0
26,Amy,1988,ND,,42,0.0
27,Andrea,1988,ND,,21,0.0
28,Andrew,1988,ND,138,,0.0
29,Angela,1988,ND,,20,0.0
30,Anna,1988,ND,,23,0.0
1,Kasey,1988,NE,6,7,85.71
2,Taylor,1988,NE,49,25,51.02
3,Casey,1988,NE,35,17,48.57
4,Jessie,1988,NE,7,16,43.75
5,Jordan,1988,NE,104,38,36.54
6,Dana,1988,NE,5,16,31.25
7,Morgan,1988,NE,10,42,23.81
8,Jamie,1988,NE,11,64,17.19
9,Kelly,1988,NE,7,43,16.28
10,Aaron,1988,NE,141,,0.0
11,Abbey,1988,NE,,9,0.0
12,Abbie,1988,NE,,6,0.0
13,Abby,1988,NE,,28,0.0
14,Abigail,1988,NE,,21,0.0
15,Adam,1988,NE,146,,0.0
16,Adrian,1988,NE,10,,0.0
17,Adrienne,1988,NE,,5,0.0
18,Alan,1988,NE,21,,0.0
19,Alex,1988,NE,66,,0.0
20,Alexa,1988,NE,,9,0.0
21,Alexander,1988,NE,81,,0.0
22,Alexandra,1988,NE,,24,0.0
23,Alexandria,1988,NE,,22,0.0
24,Alexis,1988,NE,,20,0.0
25,Ali,1988,NE,,5,0.0
26,Alicia,1988,NE,,59,0.0
27,Alisha,1988,NE,,16,0.0
28,Alison,1988,NE,,14,0.0
29,Alissa,1988,NE,,7,0.0
30,Allen,1988,NE,10,,0.0
1,Taylor,1988,NH,18,17,94.44
2,Devon,1988,NH,6,5,83.33
3,Unknown,1988,NH,17,14,82.35
4,Dana,1988,NH,13,10,76.92
5,Casey,1988,NH,18,12,66.67
6,Jamie,1988,NH,9,37,24.32
7,Jordan,1988,NH,34,7,20.59
8,Ryan,1988,NH,229,9,3.93
9,Aaron,1988,NH,59,,0.0
