rank,Name,Year,State,male_count,female_count,unisex_score
10,Abby,1988,NH,,13,0.0
11,Abigail,1988,NH,,22,0.0
12,Adam,1988,NH,111,,0.0
13,Adrian,1988,NH,8,,0.0
14,Adrienne,1988,NH,,5,0.0
15,Aimee,1988,NH,,8,0.0
16,Alan,1988,NH,13,,0.0
17,Albert,1988,NH,5,,0.0
18,Alex,1988,NH,31,,0.0
19,Alexander,1988,NH,99,,0.0
20,Alexandra,1988,NH,,42,0.0
21,Alexandria,1988,NH,,13,0.0
22,Alexis,1988,NH,,9,0.0
23,Alicia,1988,NH,,37,0.0
24,Alisha,1988,NH,,13,0.0
25,Alison,1988,NH,,28,0.0
26,Allen,1988,NH,9,,0.0
27,Allison,1988,NH,,49,0.0
28,Allyson,1988,NH,,13,0.0
29,Alyssa,1988,NH,,58,0.0
30,Amanda,1988,NH,,216,0.0
1,Kendall,1988,NJ,13,13,100.0
2,Jaime,1988,NJ,31,37,83.78
3,Taylor,1988,NJ,42,53,79.25
4,Ariel,1988,NJ,22,17,77.27
5,Casey,1988,NJ,52,86,60.47
6,Mackenzie,1988,NJ,6,10,60.0
7,Jessie,1988,NJ,12,21,57.14
8,Devon,1988,NJ,51,27,52.94
9,Noel,1988,NJ,19,10,52.63
10,Jean,1988,NJ,24,12,50.0
11,Blair,1988,NJ,8,16,50.0
12,Kasey,1988,NJ,7,17,41.18
13,Alexis,1988,NJ,35,108,32.41
14,Kerry,1988,NJ,14,45,31.11
15,Jordan,1988,NJ,137,34,24.82
16,Dominique,1988,NJ,17,71,23.94
17,Ali,1988,NJ,27,6,22.22
18,Robin,1988,NJ,10,48,20.83
19,Devin,1988,NJ,69,14,20.29
20,Lee,1988,NJ,36,7,19.44
21,Carmen,1988,NJ,6,33,18.18
22,Angel,1988,NJ,117,21,17.95
23,Jamie,1988,NJ,26,207,12.56
24,Morgan,1988,NJ,10,86,11.63
25,Leslie,1988,NJ,6,53,11.32
26,Justine,1988,NJ,6,66,9.09
27,Cory,1988,NJ,103,8,7.77
28,Corey,1988,NJ,154,10,6.49
29,Kelsey,1988,NJ,5,78,6.41
30,Francis,1988,NJ,97,6,6.19
1,Jessie,1988,NM,11,14,78.57
2,Angel,1988,NM,17,27,62.96
3,Jordan,1988,NM,30,18,60.0
4,Casey,1988,NM,22,12,54.55
5,Robin,1988,NM,6,14,42.86
6,Jaime,1988,NM,15,6,40.0
7,Kelly,1988,NM,11,34,32.35
8,Taylor,1988,NM,23,6,26.09
9,Jamie,1988,NM,11,47,23.4
10,Alex,1988,NM,26,5,19.23
11,Ryan,1988,NM,183,5,2.73
12,Aaron,1988,NM,126,,0.0
13,Abel,1988,NM,11,,0.0
14,Abigail,1988,NM,,10,0.0
15,Abraham,1988,NM,6,,0.0
16,Adam,1988,NM,95,,0.0
17,Adan,1988,NM,8,,0.0
18,Adrian,1988,NM,74,,0.0
19,Adriana,1988,NM,,26,0.0
20,Adrianna,1988,NM,,7,0.0
21,Adrianne,1988,NM,,5,0.0
22,Adrienne,1988,NM,,5,0.0
23,Aimee,1988,NM,,9,0.0
24,Alan,1988,NM,28,,0.0
25,Alana,1988,NM,,6,0.0
26,Albert,1988,NM,23,,0.0
27,Alberto,1988,NM,8,,0.0
28,Alejandra,1988,NM,,6,0.0
29,Alejandro,1988,NM,26,,0.0
30,Alesia,1988,NM,,5,0.0
1,Taylor,1988,NV,13,12,92.31
2,Jessie,1988,NV,6,8,75.0
3,Casey,1988,NV,23,10,43.48
4,Jordan,1988,NV,39,10,25.64
5,Jamie,1988,NV,7,36,19.44
6,Alex,1988,NV,31,5,16.13
7,Aaron,1988,NV,66,,0.0
8,Adam,1988,NV,70,,0.0
9,Adrian,1988,NV,17,,0.0
10,Adriana,1988,NV,,10,0.0
11,Adrianna,1988,NV,,6,0.0
12,Adrienne,1988,NV,,5,0.0
13,Aimee,1988,NV,,7,0.0
14,Alan,1988,NV,6,,0.0
15,Albert,1988,NV,5,,0.0
16,Alberto,1988,NV,5,,0.0
17,Alejandro,1988,NV,6,,0.0
18,Alexa,1988,NV,,8,0.0
19,Alexander,1988,NV,59,,0.0
20,Alexandra,1988,NV,,43,0.0
21,Alexandria,1988,NV,,22,0.0
22,Alexis,1988,NV,,26,0.0
23,Alicia,1988,NV,,30,0.0
24,Alisha,1988,NV,,13,0.0
25,Alison,1988,NV,,6,0.0
26,Allen,1988,NV,8,,0.0
27,Allison,1988,NV,,18,0.0
28,Allyson,1988,NV,,5,0.0
29,Alyssa,1988,NV,,31,0.0
30,Amanda,1988,NV,,209,0.0
1,Mckenzie,1988,NY,7,7,100.0
2,Casey,1988,NY,152,155,98.06
3,Ariel,1988,NY,100,98,98.0
4,Devan,1988,NY,11,10,90.91
5,Newborn,1988,NY,7,6,85.71
6,Nicola,1988,NY,6,7,85.71
7,Ashton,1988,NY,13,11,84.62
8,Quinn,1988,NY,13,11,84.62
9,Jessi,1988,NY,5,6,83.33
10,Colby,1988,NY,11,9,81.82
11,Unique,1988,NY,10,13,76.92
12,Jaime,1988,NY,69,93,74.19
13,Christen,1988,NY,6,9,66.67
14,Jody,1988,NY,8,13,61.54
15,Taylor,1988,NY,75,132,56.82
16,Jessie,1988,NY,33,63,52.38
17,Michel,1988,NY,10,5,50.0
18,Stevie,1988,NY,5,10,50.0
19,Kendall,1988,NY,25,12,48.0
20,Dakota,1988,NY,15,7,46.67
21,Remy,1988,NY,11,5,45.45
22,Skyler,1988,NY,11,5,45.45
23,Avery,1988,NY,24,10,41.67
24,Jan,1988,NY,12,5,41.67
25,Jessy,1988,NY,12,5,41.67
26,Mackenzie,1988,NY,17,41,41.46
27,Lashawn,1988,NY,7,17,41.18
28,Jean,1988,NY,93,38,40.86
29,Cassidy,1988,NY,5,13,38.46
30,Najee,1988,NY,16,6,37.5
1,Shea,1988,OH,6,6,100.0
2,Taylor,1988,OH,102,109,93.58
3,Baby,1988,OH,8,9,88.89
4,Dominque,1988,OH,7,6,85.71
5,Marion,1988,OH,6,5,83.33
6,Jayme,1988,OH,8,10,80.0
7,Ali,1988,OH,6,8,75.0
8,Casey,1988,OH,180,131,72.78
9,Channing,1988,OH,7,5,71.43
10,Loren,1988,OH,12,17,70.59
11,Codi,1988,OH,10,7,70.0
12,Sidney,1988,OH,11,7,63.64
13,Avery,1988,OH,8,5,62.5
14,Devan,1988,OH,9,15,60.0
15,Dominique,1988,OH,44,76,57.89
16,Carey,1988,OH,9,5,55.56
17,Jessie,1988,OH,19,35,54.29
18,Kendall,1988,OH,10,19,52.63
19,Paris,1988,OH,8,16,50.0
20,Kerry,1988,OH,10,22,45.45
21,Jody,1988,OH,7,16,43.75
22,Kasey,1988,OH,19,46,41.3
23,Ashton,1988,OH,9,22,40.91
24,Cori,1988,OH,5,13,38.46
25,Riley,1988,OH,13,5,38.46
26,Tracy,1988,OH,19,59,32.2
27,Carmen,1988,OH,8,28,28.57
28,Dorian,1988,OH,19,5,26.32
29,Devon,1988,OH,70,17,24.29
30,Blair,1988,OH,7,29,24.14
1,Jody,1988,OK,7,7,100.0
2,Taylor,1988,OK,72,76,94.74
3,Jaime,1988,OK,9,8,88.89
4,Jackie,1988,OK,8,10,80.0
5,Loren,1988,OK,6,8,75.0
6,Kerry,1988,OK,7,5,71.43
7,Jessie,1988,OK,26,17,65.38
8,Casey,1988,OK,87,51,58.62
9,Dominique,1988,OK,12,7,58.33
10,Micah,1988,OK,26,13,50.0
11,Kelly,1988,OK,21,45,46.67
12,Tristan,1988,OK,13,6,46.15
13,Kasey,1988,OK,13,29,44.83
14,Skyler,1988,OK,14,6,42.86
15,Jordan,1988,OK,123,47,38.21
16,Christian,1988,OK,22,8,36.36
17,Kendall,1988,OK,23,7,30.43
18,Ashton,1988,OK,5,17,29.41
19,Shelby,1988,OK,8,30,26.67
20,Adrian,1988,OK,23,6,26.09
21,Devin,1988,OK,47,12,25.53
22,Tracy,1988,OK,5,20,25.0
23,Shannon,1988,OK,8,48,16.67
24,Jamie,1988,OK,17,128,13.28
25,Leslie,1988,OK,7,65,10.77
26,Morgan,1988,OK,7,71,9.86
27,Kelsey,1988,OK,6,105,5.71
28,Ryan,1988,OK,334,12,3.59
29,Courtney,1988,OK,5,184,2.72
30,Cody,1988,OK,338,5,1.48
1,Kasey,1988,OR,12,11,91.67
2,Angel,1988,OR,6,8,75.0
3,Kendall,1988,OR,6,8,75.0
4,Robin,1988,OR,8,11,72.73
5,Dominique,1988,OR,5,8,62.5
6,Ariel,1988,OR,6,11,54.55
7,Jaime,1988,OR,6,11,54.55
8,Mackenzie,1988,OR,5,11,45.45
9,Jessie,1988,OR,12,30,40.0
10,Kelly,1988,OR,20,54,37.04
11,Taylor,1988,OR,77,28,36.36
12,Dana,1988,OR,6,18,33.33
13,Casey,1988,OR,86,19,22.09
14,Alexis,1988,OR,7,33,21.21
15,Morgan,1988,OR,10,48,20.83
16,Jordan,1988,OR,151,25,16.56
17,Jamie,1988,OR,9,94,9.57
18,Alex,1988,OR,100,6,6.0
19,Kelsey,1988,OR,5,111,4.5
20,Jesse,1988,OR,147,5,3.4
21,Cody,1988,OR,207,6,2.9
22,Michael,1988,OR,657,8,1.22
23,Aaron,1988,OR,198,,0.0
24,Abby,1988,OR,,10,0.0
25,Abigail,1988,OR,,26,0.0
26,Abraham,1988,OR,5,,0.0
27,Adam,1988,OR,187,,0.0
28,Adrian,1988,OR,25,,0.0
29,Adriana,1988,OR,,15,0.0
30,Adrianna,1988,OR,,5,0.0
1,Shay,1988,PA,6,6,100.0
2,Kieran,1988,PA,5,5,100.0
3,Angel,1988,PA,60,62,96.77
4,Carey,1988,PA,7,8,87.5
5,Taylor,1988,PA,82,94,87.23
6,Blair,1988,PA,20,24,83.33
7,Devan,1988,PA,9,11,81.82
8,Shea,1988,PA,10,13,76.92
9,Jody,1988,PA,9,12,75.0
10,Casey,1988,PA,124,166,74.7
11,Jean,1988,PA,8,11,72.73
12,Loren,1988,PA,7,10,70.0
13,Ali,1988,PA,13,9,69.23
14,Ashton,1988,PA,9,14,64.29
15,Tory,1988,PA,8,5,62.5
16,Kendall,1988,PA,24,13,54.17
17,Kerry,1988,PA,20,38,52.63
18,Noel,1988,PA,12,23,52.17
19,Devon,1988,PA,86,39,45.35
20,Paris,1988,PA,14,6,42.86
21,Quinn,1988,PA,14,6,42.86
22,Dominique,1988,PA,36,87,41.38
23,Jessie,1988,PA,24,62,38.71
24,Colby,1988,PA,29,10,34.48
25,Jaime,1988,PA,16,48,33.33
26,Avery,1988,PA,19,6,31.58
27,Jackie,1988,PA,6,19,31.58
28,Carmen,1988,PA,10,34,29.41
29,Adrian,1988,PA,38,11,28.95
30,Dallas,1988,PA,24,6,25.0
1,Taylor,1988,RI,6,8,75.0
2,Jamie,1988,RI,7,21,33.33
3,Casey,1988,RI,5,17,29.41
4,Ryan,1988,RI,123,7,5.69
5,Aaron,1988,RI,31,,0.0
6,Abigail,1988,RI,,5,0.0
7,Abraham,1988,RI,7,,0.0
8,Adam,1988,RI,72,,0.0
9,Alan,1988,RI,10,,0.0
10,Albert,1988,RI,5,,0.0
11,Alex,1988,RI,29,,0.0
12,Alexander,1988,RI,81,,0.0
13,Alexandra,1988,RI,,56,0.0
14,Alexandria,1988,RI,,12,0.0
15,Alfredo,1988,RI,5,,0.0
16,Alicia,1988,RI,,45,0.0
17,Alisha,1988,RI,,12,0.0
18,Alison,1988,RI,,23,0.0
19,Allen,1988,RI,6,,0.0
20,Allison,1988,RI,,25,0.0
21,Allyson,1988,RI,,5,0.0
22,Alyssa,1988,RI,,38,0.0
23,Amanda,1988,RI,,238,0.0
24,Amber,1988,RI,,15,0.0
25,Amelia,1988,RI,,6,0.0
26,Amy,1988,RI,,67,0.0
27,Ana,1988,RI,,7,0.0
28,Andre,1988,RI,6,,0.0
29,Andrea,1988,RI,,33,0.0
30,Andrew,1988,RI,169,,0.0
1,Dallas,1988,SC,6,6,100.0
2,Taylor,1988,SC,41,44,93.18
3,Jackie,1988,SC,11,10,90.91
4,Aubrey,1988,SC,5,6,83.33
5,Jamie,1988,SC,48,60,80.0
6,Carey,1988,SC,7,5,71.43
7,Domonique,1988,SC,7,5,71.43
8,Paris,1988,SC,5,7,71.43
9,Dominique,1988,SC,41,26,63.41
10,Casey,1988,SC,45,75,60.0
11,Jessie,1988,SC,20,12,60.0
12,Christian,1988,SC,29,17,58.62
13,Sidney,1988,SC,10,5,50.0
14,Kendall,1988,SC,29,14,48.28
15,Jordan,1988,SC,93,43,46.24
16,Tracy,1988,SC,8,20,40.0
17,Logan,1988,SC,36,14,38.89
18,Cortney,1988,SC,5,13,38.46
19,Adrian,1988,SC,37,14,37.84
20,Ashton,1988,SC,8,24,33.33
21,Kasey,1988,SC,5,21,23.81
22,Lee,1988,SC,26,5,19.23
23,Morgan,1988,SC,12,70,17.14
24,Leslie,1988,SC,7,44,15.91
25,Devin,1988,SC,53,6,11.32
26,Shannon,1988,SC,12,111,10.81
27,Cameron,1988,SC,89,9,10.11
28,Jesse,1988,SC,64,6,9.38
29,Kelly,1988,SC,8,91,8.79
30,Shawn,1988,SC,62,5,8.06
1,Morgan,1988,SD,9,14,64.29
2,Dana,1988,SD,6,11,54.55
3,Kelly,1988,SD,6,13,46.15
4,Casey,1988,SD,26,5,19.23
5,Jamie,1988,SD,5,33,15.15
6,Jordan,1988,SD,75,9,12.0
7,Aaron,1988,SD,61,,0.0
8,Abby,1988,SD,,23,0.0
9,Abigail,1988,SD,,10,0.0
10,Adam,1988,SD,64,,0.0
11,Adrian,1988,SD,6,,0.0
12,Alan,1988,SD,11,,0.0
13,Alex,1988,SD,48,,0.0
14,Alexander,1988,SD,34,,0.0
15,Alexandra,1988,SD,,14,0.0
16,Alicia,1988,SD,,26,0.0
17,Alisha,1988,SD,,10,0.0
18,Alison,1988,SD,,6,0.0
19,Allen,1988,SD,11,,0.0
20,Allison,1988,SD,,21,0.0
21,Alyssa,1988,SD,,35,0.0
22,Amanda,1988,SD,,135,0.0
23,Amber,1988,SD,,52,0.0
24,Amy,1988,SD,,41,0.0
25,Andrea,1988,SD,,28,0.0
26,Andrew,1988,SD,121,,0.0
27,Angel,1988,SD,,6,0.0
28,Angela,1988,SD,,34,0.0
29,Anna,1988,SD,,19,0.0
30,Anne,1988,SD,,7,0.0
1,Channing,1988,TN,9,8,88.89
2,Stevie,1988,TN,7,8,87.5
3,Casey,1988,TN,86,99,86.87
4,Jody,1988,TN,6,7,85.71
5,Cortney,1988,TN,21,25,84.0
6,Shea,1988,TN,6,5,83.33
7,Jessie,1988,TN,42,33,78.57
8,Dominique,1988,TN,33,44,75.0
9,Kendall,1988,TN,18,13,72.22
10,Taylor,1988,TN,77,50,64.94
11,Aubrey,1988,TN,11,7,63.64
12,Christian,1988,TN,30,19,63.33
13,Kerry,1988,TN,10,6,60.0
14,Devon,1988,TN,17,10,58.82
15,Ashton,1988,TN,8,16,50.0
16,Jackie,1988,TN,22,10,45.45
17,Tracy,1988,TN,12,27,44.44
18,Adrian,1988,TN,41,18,43.9
19,Micah,1988,TN,27,10,37.04
20,Avery,1988,TN,14,5,35.71
21,Jordan,1988,TN,171,61,35.67
22,Shelby,1988,TN,6,19,31.58
23,Jamie,1988,TN,41,131,31.3
24,Kirby,1988,TN,5,16,31.25
25,Shannon,1988,TN,19,70,27.14
26,Gabriel,1988,TN,20,5,25.0
27,Courtney,1988,TN,54,257,21.01
28,Kasey,1988,TN,8,40,20.0
29,Robin,1988,TN,8,46,17.39
30,Morgan,1988,TN,14,86,16.28
1,Guadalupe,1988,TX,102,102,100.0
2,Kirby,1988,TX,19,19,100.0
3,Sammie,1988,TX,9,9,100.0
4,Jamey,1988,TX,6,6,100.0
5,Montana,1988,TX,5,5,100.0
6,Pilar,1988,TX,5,5,100.0
7,Shiloh,1988,TX,5,5,100.0
8,Robbie,1988,TX,11,12,91.67
9,Paris,1988,TX,8,9,88.89
10,Dominque,1988,TX,14,16,87.5
11,Shay,1988,TX,16,14,87.5
12,Skylar,1988,TX,15,13,86.67
13,Santana,1988,TX,6,7,85.71
14,Domonique,1988,TX,12,10,83.33
15,Charley,1988,TX,5,6,83.33
16,Marlo,1988,TX,6,5,83.33
17,Avery,1988,TX,27,22,81.48
18,Taylor,1988,TX,415,337,81.2
19,Jan,1988,TX,10,8,80.0
20,Reagan,1988,TX,18,23,78.26
21,Dominique,1988,TX,83,108,76.85
22,Baby,1988,TX,8,6,75.0
23,Ivory,1988,TX,8,6,75.0
24,Jackie,1988,TX,33,46,71.74
25,Blakely,1988,TX,5,7,71.43
26,Shea,1988,TX,17,24,70.83
27,Van,1988,TX,17,12,70.59
28,Layne,1988,TX,7,10,70.0
29,Tory,1988,TX,12,8,66.67
30,Francis,1988,TX,26,16,61.54
1,Shay,1988,UT,7,6,85.71
2,Shelby,1988,UT,6,7,85.71
3,Jessie,1988,UT,14,17,82.35
4,Morgan,1988,UT,27,41,65.85
5,Ashton,1988,UT,8,5,62.5
6,Robin,1988,UT,5,8,62.5
7,Kelly,1988,UT,22,41,53.66
8,Cassidy,1988,UT,8,18,44.44
9,Kasey,1988,UT,17,7,41.18
10,Courtney,1988,UT,15,88,17.05
11,Casey,1988,UT,106,18,16.98
12,Taylor,1988,UT,107,17,15.89
13,Jordan,1988,UT,229,28,12.23
14,Alex,1988,UT,101,12,11.88
15,Devin,1988,UT,64,5,7.81
16,Shawn,1988,UT,68,5,7.35
17,Jesse,1988,UT,97,5,5.15
18,Andrew,1988,UT,340,5,1.47
19,Joshua,1988,UT,378,5,1.32
20,Michael,1988,UT,434,5,1.15
21,Aaron,1988,UT,147,,0.0
22,Abbey,1988,UT,,5,0.0
23,Abbie,1988,UT,,7,0.0
24,Abby,1988,UT,,17,0.0
25,Abigail,1988,UT,,22,0.0
26,Abraham,1988,UT,7,,0.0
27,Adam,1988,UT,134,,0.0
28,Addison,1988,UT,9,,0.0
29,Adrian,1988,UT,13,,0.0
30,Adrienne,1988,UT,,8,0.0
1,Noel,1988,VA,7,7,100.0
2,Skylar,1988,VA,6,6,100.0
3,Kendall,1988,VA,28,29,96.55
4,Aubrey,1988,VA,12,11,91.67
5,Peyton,1988,VA,8,7,87.5
6,Taylor,1988,VA,86,75,87.21
7,Jean,1988,VA,5,6,83.33
8,Baby,1988,VA,19,15,78.95
9,Casey,1988,VA,71,94,75.53
10,Dominique,1988,VA,59,40,67.8
11,Jessie,1988,VA,15,30,50.0
12,Jackie,1988,VA,5,11,45.45
13,Jordan,1988,VA,138,59,42.75
14,Kerry,1988,VA,8,22,36.36
15,Jamie,1988,VA,46,133,34.59
16,Ashton,1988,VA,5,17,29.41
17,Tracy,1988,VA,8,31,25.81
18,Stacy,1988,VA,11,43,25.58
19,Mackenzie,1988,VA,5,20,25.0
20,Christian,1988,VA,66,16,24.24
21,Lee,1988,VA,34,8,23.53
22,Justine,1988,VA,6,26,23.08
23,Devon,1988,VA,48,11,22.92
24,Blair,1988,VA,5,22,22.73
25,Daryl,1988,VA,27,6,22.22
26,Cameron,1988,VA,101,21,20.79
27,Ariel,1988,VA,6,29,20.69
28,Terry,1988,VA,41,8,19.51
29,Logan,1988,VA,68,13,19.12
30,Morgan,1988,VA,26,142,18.31
1,Casey,1988,VT,12,13,92.31
2,Jordan,1988,VT,29,8,27.59
3,Aaron,1988,VT,30,,0.0
4,Abigail,1988,VT,,11,0.0
5,Adam,1988,VT,52,,0.0
6,Alan,1988,VT,9,,0.0
7,Alex,1988,VT,15,,0.0
8,Alexander,1988,VT,34,,0.0
9,Alexandra,1988,VT,,20,0.0
10,Alexis,1988,VT,,13,0.0
11,Alicia,1988,VT,,23,0.0
12,Alison,1988,VT,,10,0.0
13,Allison,1988,VT,,13,0.0
14,Alyssa,1988,VT,,16,0.0
15,Amanda,1988,VT,,99,0.0
16,Amber,1988,VT,,48,0.0
17,Amy,1988,VT,,23,0.0
18,Andrea,1988,VT,,12,0.0
19,Andrew,1988,VT,93,,0.0
20,Angela,1988,VT,,12,0.0
21,Anna,1988,VT,,25,0.0
22,Anne,1988,VT,,10,0.0
23,Anthony,1988,VT,32,,0.0
24,April,1988,VT,,5,0.0
25,Ashley,1988,VT,,107,0.0
26,Audrey,1988,VT,,8,0.0
27,Austin,1988,VT,10,,0.0
28,Benjamin,1988,VT,67,,0.0
29,Beth,1988,VT,,5,0.0
30,Bethany,1988,VT,,8,0.0
1,Angel,1988,WA,11,13,84.62
2,Taylor,1988,WA,106,88,83.02
3,Dominique,1988,WA,11,14,78.57
4,Jaime,1988,WA,17,22,77.27
5,Kasey,1988,WA,12,18,66.67
6,Jessie,1988,WA,21,33,63.64
7,Cassidy,1988,WA,5,8,62.5
8,Devon,1988,WA,27,16,59.26
9,Kendall,1988,WA,8,14,57.14
10,Shea,1988,WA,11,6,54.55
11,Morgan,1988,WA,33,63,52.38
12,Noel,1988,WA,7,15,46.67
13,Kelley,1988,WA,8,18,44.44
14,Mackenzie,1988,WA,11,28,39.29
15,Casey,1988,WA,111,37,33.33
16,Kelly,1988,WA,30,107,28.04
17,Robin,1988,WA,10,45,22.22
18,Dana,1988,WA,7,35,20.0
19,Terry,1988,WA,32,6,18.75
20,Jamie,1988,WA,28,155,18.06
21,Adrian,1988,WA,40,7,17.5
22,Jordan,1988,WA,283,49,17.31
23,Tracy,1988,WA,6,37,16.22
24,Riley,1988,WA,39,6,15.38
25,Leslie,1988,WA,5,46,10.87
26,Shawn,1988,WA,97,10,10.31
27,Devin,1988,WA,77,7,9.09
28,Alex,1988,WA,143,10,6.99
29,Shannon,1988,WA,5,100,5.0
30,Erin,1988,WA,9,182,4.95
1,Codi,1988,WI,5,5,100.0
2,Dominique,1988,WI,25,27,92.59
3,Kendall,1988,WI,7,8,87.5
4,Ashton,1988,WI,5,7,71.43
5,Kasey,1988,WI,8,13,61.54
6,Casey,1988,WI,98,52,53.06
7,Taylor,1988,WI,69,35,50.72
8,Jaime,1988,WI,8,17,47.06
9,Mackenzie,1988,WI,10,22,45.45
10,Jessie,1988,WI,9,24,37.5
11,Angel,1988,WI,6,22,27.27
12,Robin,1988,WI,9,34,26.47
13,Adrian,1988,WI,25,6,24.0
14,Jamie,1988,WI,42,185,22.7
15,Morgan,1988,WI,10,53,18.87
16,Devon,1988,WI,29,5,17.24
17,Jordan,1988,WI,231,26,11.26
18,Shannon,1988,WI,12,111,10.81
19,Kelly,1988,WI,17,240,7.08
20,Jesse,1988,WI,192,9,4.69
21,Shawn,1988,WI,127,5,3.94
22,Cory,1988,WI,132,5,3.79
23,Alex,1988,WI,223,8,3.59
24,Erin,1988,WI,6,204,2.94
25,Courtney,1988,WI,6,220,2.73
26,Cody,1988,WI,326,5,1.53
27,Rachel,1988,WI,5,338,1.48
28,Zachary,1988,WI,372,5,1.34
29,Jacob,1988,WI,633,7,1.11
30,Tyler,1988,WI,478,5,1.05
1,Jessie,1988,WV,6,6,100.0
2,Taylor,1988,WV,11,10,90.91
3,Jackie,1988,WV,7,6,85.71
4,Casey,1988,WV,33,25,75.76
5,Jamie,1988,WV,19,38,50.0
6,Dana,1988,WV,5,11,45.45
7,Jordan,1988,WV,56,16,28.57
8,Morgan,1988,WV,6,33,18.18
9,Shannon,1988,WV,6,42,14.29
10,Aaron,1988,WV,141,,0.0
11,Abby,1988,WV,,17,0.0
12,Abigail,1988,WV,,8,0.0
13,Adam,1988,WV,137,,0.0
14,Adrian,1988,WV,5,,0.0
15,Adrienne,1988,WV,,9,0.0
16,Aimee,1988,WV,,8,0.0
17,Alan,1988,WV,7,,0.0
18,Albert,1988,WV,8,,0.0
19,Alex,1988,WV,22,,0.0
20,Alexander,1988,WV,35,,0.0
21,Alexandra,1988,WV,,20,0.0
22,Alexandria,1988,WV,,9,0.0
23,Alexis,1988,WV,,10,0.0
24,Alicia,1988,WV,,36,0.0
25,Alisha,1988,WV,,28,0.0
26,Alison,1988,WV,,8,0.0
27,Allen,1988,WV,24,,0.0
28,Allison,1988,WV,,38,0.0
29,Alyssa,1988,WV,,36,0.0
30,Amanda,1988,WV,,340,0.0
1,Morgan,1988,WY,7,7,100.0
2,Kelly,1988,WY,7,12,58.33
3,Jordan,1988,WY,26,6,23.08
4,Casey,1988,WY,28,5,17.86
5,Aaron,1988,WY,33,,0.0
6,Abby,1988,WY,,7,0.0
7,Adam,1988,WY,31,,0.0
8,Aimee,1988,WY,,6,0.0
9,Alex,1988,WY,16,,0.0
10,Alexander,1988,WY,13,,0.0
11,Alexandra,1988,WY,,9,0.0
12,Alicia,1988,WY,,8,0.0
13,Alisha,1988,WY,,11,0.0
14,Allison,1988,WY,,13,0.0
15,Alyssa,1988,WY,,17,0.0
16,Amanda,1988,WY,,65,0.0
17,Amber,1988,WY,,43,0.0
18,Amy,1988,WY,,30,0.0
19,Andrea,1988,WY,,13,0.0
20,Andrew,1988,WY,55,,0.0
21,Angela,1988,WY,,12,0.0
22,Ann,1988,WY,,6,0.0
23,Anna,1988,WY,,20,0.0
24,Anthony,1988,WY,41,,0.0
25,April,1988,WY,,10,0.0
26,Ashlee,1988,WY,,7,0.0
27,Ashley,1988,WY,,88,0.0
28,Austin,1988,WY,20,,0.0
29,Bailey,1988,WY,,6,0.0
30,Benjamin,1988,WY,21,,0.0
1,Taylor,1989,AK,15,14,93.33
2,Jordan,1989,AK,35,19,54.29
3,Casey,1989,AK,19,10,52.63
4,Kelly,1989,AK,7,27,25.93
5,Aaron,1989,AK,56,,0.0
6,Adam,1989,AK,39,,0.0
7,Adrian,1989,AK,8,,0.0
8,Adrienne,1989,AK,,5,0.0
9,Aimee,1989,AK,,6,0.0
10,Alaina,1989,AK,,5,0.0
11,Alan,1989,AK,11,,0.0
12,Albert,1989,AK,11,,0.0
13,Alex,1989,AK,21,,0.0
14,Alexander,1989,AK,50,,0.0
15,Alexandra,1989,AK,,19,0.0
16,Alexandria,1989,AK,,11,0.0
17,Alexis,1989,AK,,8,0.0
18,Alfred,1989,AK,5,,0.0
19,Alice,1989,AK,,6,0.0
20,Alicia,1989,AK,,20,0.0
21,Alina,1989,AK,,5,0.0
22,Alisha,1989,AK,,5,0.0
23,Alison,1989,AK,,6,0.0
24,Allan,1989,AK,6,,0.0
25,Allen,1989,AK,7,,0.0
26,Allison,1989,AK,,22,0.0
27,Alyssa,1989,AK,,22,0.0
28,Amanda,1989,AK,,93,0.0
29,Amber,1989,AK,,52,0.0
30,Amelia,1989,AK,,5,0.0
1,Stevie,1989,AL,6,6,100.0
2,Casey,1989,AL,67,68,98.53
3,Tracy,1989,AL,14,16,87.5
4,Jackie,1989,AL,8,7,87.5
5,Aubrey,1989,AL,10,12,83.33
6,Dusty,1989,AL,6,5,83.33
7,Kendall,1989,AL,22,16,72.73
8,Taylor,1989,AL,85,59,69.41
9,Jordan,1989,AL,117,81,69.23
10,Christian,1989,AL,33,22,66.67
11,Cortney,1989,AL,15,24,62.5
12,Dominique,1989,AL,30,18,60.0
13,Jessie,1989,AL,35,18,51.43
14,Shannon,1989,AL,22,53,41.51
15,Dakota,1989,AL,13,5,38.46
16,Jamie,1989,AL,42,112,37.5
17,Ashton,1989,AL,10,33,30.3
18,Kerry,1989,AL,17,5,29.41
19,Adrian,1989,AL,35,9,25.71
20,Kasey,1989,AL,8,35,22.86
21,Stacey,1989,AL,6,28,21.43
22,Morgan,1989,AL,22,108,20.37
23,Courtney,1989,AL,63,311,20.26
24,Stacy,1989,AL,5,30,16.67
25,Lee,1989,AL,44,7,15.91
26,Devin,1989,AL,39,6,15.38
27,Micah,1989,AL,46,7,15.22
28,Kiara,1989,AL,12,103,11.65
29,Robin,1989,AL,5,43,11.63
30,Kelly,1989,AL,9,84,10.71
1,Tracy,1989,AR,9,9,100.0
2,Taylor,1989,AR,48,52,92.31
3,Dominique,1989,AR,11,10,90.91
