rank,Name,Year,male_count,female_count,unisex_score
28,Krisna,2000,7,7,100.0
29,Rmani,2000,7,7,100.0
30,Brandis,2000,6,6,100.0
31,Bren,2000,6,6,100.0
32,Caton,2000,6,6,100.0
33,Corley,2000,6,6,100.0
34,Erlin,2000,6,6,100.0
35,Keni,2000,6,6,100.0
36,Lynell,2000,6,6,100.0
37,Mccartney,2000,6,6,100.0
38,Nakai,2000,6,6,100.0
39,Ravion,2000,6,6,100.0
40,Shamone,2000,6,6,100.0
41,Tyan,2000,6,6,100.0
42,Yona,2000,6,6,100.0
43,Blu,2000,5,5,100.0
44,Cambell,2000,5,5,100.0
45,Carlyle,2000,5,5,100.0
46,Chyler,2000,5,5,100.0
47,Harlem,2000,5,5,100.0
48,Hyatt,2000,5,5,100.0
49,Jashan,2000,5,5,100.0
50,Javae,2000,5,5,100.0
1,Ashten,2001,32,32,100.0
2,Bergen,2001,24,24,100.0
3,Arlen,2001,23,23,100.0
4,Dannie,2001,18,18,100.0
5,Miciah,2001,18,18,100.0
6,Ashby,2001,17,17,100.0
7,Koren,2001,14,14,100.0
8,Dior,2001,12,12,100.0
9,Tajae,2001,12,12,100.0
10,Donyea,2001,11,11,100.0
11,Shady,2001,11,11,100.0
12,Jaye,2001,10,10,100.0
13,Asanti,2001,9,9,100.0
14,Atley,2001,9,9,100.0
15,Brittain,2001,9,9,100.0
16,Jadis,2001,9,9,100.0
17,Kemoni,2001,9,9,100.0
18,Madden,2001,9,9,100.0
19,Mclain,2001,9,9,100.0
20,Taje,2001,9,9,100.0
21,Salam,2001,8,8,100.0
22,Abir,2001,7,7,100.0
23,Aleksi,2001,7,7,100.0
24,Hamdi,2001,7,7,100.0
25,Jeryn,2001,7,7,100.0
26,Kennis,2001,7,7,100.0
27,Mahari,2001,7,7,100.0
28,Malone,2001,7,7,100.0
29,Perris,2001,7,7,100.0
30,Taygen,2001,7,7,100.0
31,Terin,2001,7,7,100.0
32,Channon,2001,6,6,100.0
33,Deundra,2001,6,6,100.0
34,Jaz,2001,6,6,100.0
35,Jie,2001,6,6,100.0
36,Kaydan,2001,6,6,100.0
37,Sharan,2001,6,6,100.0
38,Adisa,2001,5,5,100.0
39,Alfa,2001,5,5,100.0
40,Caidyn,2001,5,5,100.0
41,Chimere,2001,5,5,100.0
42,Cinsere,2001,5,5,100.0
43,Dmani,2001,5,5,100.0
44,Haddy,2001,5,5,100.0
45,Kierre,2001,5,5,100.0
46,Massiah,2001,5,5,100.0
47,Olayinka,2001,5,5,100.0
48,Rajae,2001,5,5,100.0
49,Rhyse,2001,5,5,100.0
50,Rilley,2001,5,5,100.0
1,Landry,2002,71,71,100.0
2,Kimani,2002,45,45,100.0
3,Daryn,2002,40,40,100.0
4,Jaidan,2002,32,32,100.0
5,Kolbie,2002,23,23,100.0
6,Schyler,2002,23,23,100.0
7,Drue,2002,17,17,100.0
8,Yu,2002,17,17,100.0
9,Jaire,2002,16,16,100.0
10,Andree,2002,14,14,100.0
11,Cayce,2002,14,14,100.0
12,Jaziah,2002,14,14,100.0
13,Tyjae,2002,13,13,100.0
14,Avry,2002,12,12,100.0
15,Rei,2002,12,12,100.0
16,Talor,2002,12,12,100.0
17,Khali,2002,11,11,100.0
18,Miko,2002,11,11,100.0
19,Dayan,2002,10,10,100.0
20,Daylyn,2002,10,10,100.0
21,Golden,2002,10,10,100.0
22,Naziah,2002,10,10,100.0
23,Callaway,2002,9,9,100.0
24,Caton,2002,9,9,100.0
25,Ellington,2002,9,9,100.0
26,Haylen,2002,9,9,100.0
27,Jamille,2002,9,9,100.0
28,Malin,2002,9,9,100.0
29,Matisse,2002,9,9,100.0
30,Chai,2002,7,7,100.0
31,Jasiyah,2002,7,7,100.0
32,Lan,2002,7,7,100.0
33,Puneet,2002,7,7,100.0
34,Rane,2002,7,7,100.0
35,Robbin,2002,7,7,100.0
36,Saman,2002,7,7,100.0
37,Adriene,2002,6,6,100.0
38,Amarea,2002,6,6,100.0
39,Ashtan,2002,6,6,100.0
40,Cailen,2002,6,6,100.0
41,Carlen,2002,6,6,100.0
42,Haydyn,2002,6,6,100.0
43,Jahzeel,2002,6,6,100.0
44,Karey,2002,6,6,100.0
45,Zaide,2002,6,6,100.0
46,Caziah,2002,5,5,100.0
47,Future,2002,5,5,100.0
48,Hikaru,2002,5,5,100.0
49,Jamoni,2002,5,5,100.0
50,Jermani,2002,5,5,100.0
1,Justice,2003,665,665,100.0
2,Baby,2003,245,245,100.0
3,Caelan,2003,75,75,100.0
4,Chayse,2003,47,47,100.0
5,Amaree,2003,45,45,100.0
6,Roni,2003,28,28,100.0
7,Shaya,2003,28,28,100.0
8,Iran,2003,27,27,100.0
9,Graysen,2003,21,21,100.0
10,Jazz,2003,21,21,100.0
11,Shilo,2003,16,16,100.0
12,Aarya,2003,14,14,100.0
13,Alexiz,2003,14,14,100.0
14,Chayanne,2003,14,14,100.0
15,Dacota,2003,14,14,100.0
16,Yu,2003,14,14,100.0
17,Dayan,2003,13,13,100.0
18,Omega,2003,12,12,100.0
19,Sina,2003,12,12,100.0
20,Evon,2003,11,11,100.0
21,Lou,2003,10,10,100.0
22,Teigan,2003,10,10,100.0
23,Diamante,2003,9,9,100.0
24,Kelin,2003,9,9,100.0
25,Natividad,2003,9,9,100.0
26,Truth,2003,9,9,100.0
27,Yuval,2003,9,9,100.0
28,Daylyn,2003,8,8,100.0
29,Peja,2003,8,8,100.0
30,Skyeler,2003,8,8,100.0
31,Tashi,2003,8,8,100.0
32,Harsha,2003,7,7,100.0
33,Jahzeel,2003,7,7,100.0
34,Jimin,2003,7,7,100.0
35,Jovi,2003,7,7,100.0
36,Lamari,2003,7,7,100.0
37,Manvir,2003,7,7,100.0
38,Rossi,2003,7,7,100.0
39,Airen,2003,6,6,100.0
40,Cashe,2003,6,6,100.0
41,Chae,2003,6,6,100.0
42,Delijah,2003,6,6,100.0
43,Rhythm,2003,6,6,100.0
44,Sekai,2003,6,6,100.0
45,Sharan,2003,6,6,100.0
46,Skylier,2003,6,6,100.0
47,Wen,2003,6,6,100.0
48,Addis,2003,5,5,100.0
49,Aquila,2003,5,5,100.0
50,Breshawn,2003,5,5,100.0
1,Tory,2004,66,66,100.0
2,Carlin,2004,37,37,100.0
3,Emari,2004,34,34,100.0
4,True,2004,23,23,100.0
5,Samar,2004,22,22,100.0
6,Jazz,2004,18,18,100.0
7,Raja,2004,17,17,100.0
8,Rudi,2004,14,14,100.0
9,Stephane,2004,14,14,100.0
10,Rei,2004,13,13,100.0
11,Koree,2004,12,12,100.0
12,Talin,2004,12,12,100.0
13,Caton,2004,11,11,100.0
14,Merrill,2004,11,11,100.0
15,Harnoor,2004,9,9,100.0
16,Jahni,2004,9,9,100.0
17,Pasha,2004,9,9,100.0
18,Fortune,2004,8,8,100.0
19,Jarae,2004,8,8,100.0
20,Manpreet,2004,8,8,100.0
21,Schylar,2004,8,8,100.0
22,Adeola,2004,7,7,100.0
23,Adlai,2004,7,7,100.0
24,Jamaris,2004,7,7,100.0
25,Jorryn,2004,7,7,100.0
26,Psalm,2004,7,7,100.0
27,Wen,2004,7,7,100.0
28,Aamari,2004,6,6,100.0
29,Colbie,2004,6,6,100.0
30,Connelly,2004,6,6,100.0
31,Dekoda,2004,6,6,100.0
32,Graison,2004,6,6,100.0
33,Jaloni,2004,6,6,100.0
34,Kamarri,2004,6,6,100.0
35,Manmeet,2004,6,6,100.0
36,Peniel,2004,6,6,100.0
37,Rhylan,2004,6,6,100.0
38,Vishwa,2004,6,6,100.0
39,Amanpreet,2004,5,5,100.0
40,Areen,2004,5,5,100.0
41,Armanie,2004,5,5,100.0
42,Austine,2004,5,5,100.0
43,Denym,2004,5,5,100.0
44,Graceson,2004,5,5,100.0
45,Ibukunoluwa,2004,5,5,100.0
46,Itamar,2004,5,5,100.0
47,Jasmeet,2004,5,5,100.0
48,Jere,2004,5,5,100.0
49,Karry,2004,5,5,100.0
50,Kashmir,2004,5,5,100.0
1,Tristyn,2005,85,85,100.0
2,Sammie,2005,26,26,100.0
3,True,2005,26,26,100.0
4,Anmol,2005,18,18,100.0
5,Donyae,2005,16,16,100.0
6,Jailin,2005,16,16,100.0
7,Cree,2005,12,12,100.0
8,Mackinley,2005,11,11,100.0
9,Oluwaseyi,2005,11,11,100.0
10,Cashmere,2005,10,10,100.0
11,Diamante,2005,10,10,100.0
12,Oluwaseun,2005,10,10,100.0
13,Sina,2005,10,10,100.0
14,Temiloluwa,2005,9,9,100.0
15,Zaylin,2005,9,9,100.0
16,Devyne,2005,8,8,100.0
17,Jlyn,2005,8,8,100.0
18,Lanell,2005,8,8,100.0
19,Martine,2005,8,8,100.0
20,Zaiah,2005,8,8,100.0
21,Austine,2005,7,7,100.0
22,Reice,2005,7,7,100.0
23,Sanay,2005,7,7,100.0
24,Shalon,2005,7,7,100.0
25,Brylyn,2005,6,6,100.0
26,Callaghan,2005,6,6,100.0
27,Deshay,2005,6,6,100.0
28,Jadyne,2005,6,6,100.0
29,Jodeci,2005,6,6,100.0
30,Kahlin,2005,6,6,100.0
31,Oluwanifemi,2005,6,6,100.0
32,Reise,2005,6,6,100.0
33,Aamari,2005,5,5,100.0
34,Abyan,2005,5,5,100.0
35,Avyn,2005,5,5,100.0
36,Brittin,2005,5,5,100.0
37,Chen,2005,5,5,100.0
38,Fate,2005,5,5,100.0
39,Ja,2005,5,5,100.0
40,Jermany,2005,5,5,100.0
41,Jewelz,2005,5,5,100.0
42,Joany,2005,5,5,100.0
43,Juni,2005,5,5,100.0
44,Mylin,2005,5,5,100.0
45,Natale,2005,5,5,100.0
46,Neziah,2005,5,5,100.0
47,Patterson,2005,5,5,100.0
48,Perris,2005,5,5,100.0
49,Racine,2005,5,5,100.0
50,Rilley,2005,5,5,100.0
1,Tegan,2006,145,145,100.0
2,Aries,2006,78,78,100.0
3,Monroe,2006,32,32,100.0
4,Avry,2006,31,31,100.0
5,Danyel,2006,24,24,100.0
6,Cypress,2006,18,18,100.0
7,Ollie,2006,18,18,100.0
8,Abrar,2006,17,17,100.0
9,Han,2006,17,17,100.0
10,Kamarie,2006,14,14,100.0
11,Avory,2006,13,13,100.0
12,Kolbie,2006,13,13,100.0
13,Tiegan,2006,13,13,100.0
14,Taygen,2006,12,12,100.0
15,Amarri,2006,11,11,100.0
16,Braelin,2006,11,11,100.0
17,Kayde,2006,11,11,100.0
18,Cayle,2006,10,10,100.0
19,Kayl,2006,10,10,100.0
20,Mauri,2006,10,10,100.0
21,Tagen,2006,10,10,100.0
22,Yona,2006,10,10,100.0
23,Janari,2006,9,9,100.0
24,Oluwanifemi,2006,9,9,100.0
25,Amanti,2006,8,8,100.0
26,Amaziah,2006,8,8,100.0
27,Bless,2006,8,8,100.0
28,Eastyn,2006,8,8,100.0
29,Jessey,2006,8,8,100.0
30,Rei,2006,8,8,100.0
31,Fortune,2006,7,7,100.0
32,Iasiah,2006,7,7,100.0
33,Jaskirat,2006,7,7,100.0
34,Oluwadamilola,2006,7,7,100.0
35,Semaje,2006,7,7,100.0
36,Tashi,2006,7,7,100.0
37,Adalid,2006,6,6,100.0
38,Deondrea,2006,6,6,100.0
39,Emeril,2006,6,6,100.0
40,Happy,2006,6,6,100.0
41,Jeylan,2006,6,6,100.0
42,Mackie,2006,6,6,100.0
43,Naphtali,2006,6,6,100.0
44,Reyce,2006,6,6,100.0
45,Aalijah,2006,5,5,100.0
46,Acey,2006,5,5,100.0
47,Brentlee,2006,5,5,100.0
48,Camil,2006,5,5,100.0
49,Dailin,2006,5,5,100.0
50,Domanique,2006,5,5,100.0
1,Ryley,2007,186,186,100.0
2,Rian,2007,128,128,100.0
3,Kamdyn,2007,73,73,100.0
4,Arlen,2007,31,31,100.0
5,Elizah,2007,17,17,100.0
6,Kemoni,2007,17,17,100.0
7,Laramie,2007,15,15,100.0
8,Brittan,2007,12,12,100.0
9,Evian,2007,12,12,100.0
10,Cayle,2007,11,11,100.0
11,Aamari,2007,10,10,100.0
12,Chidera,2007,10,10,100.0
13,Karlin,2007,10,10,100.0
14,Skilar,2007,10,10,100.0
15,Ming,2007,9,9,100.0
16,Mishael,2007,9,9,100.0
17,Phenix,2007,9,9,100.0
18,Yannis,2007,9,9,100.0
19,Aydenn,2007,8,8,100.0
20,Bora,2007,8,8,100.0
21,Jaylien,2007,8,8,100.0
22,Farren,2007,7,7,100.0
23,Jaleen,2007,7,7,100.0
24,Khori,2007,7,7,100.0
25,Neziah,2007,7,7,100.0
26,Yuma,2007,7,7,100.0
27,Brylyn,2007,6,6,100.0
28,Camauri,2007,6,6,100.0
29,Chyler,2007,6,6,100.0
30,Damilola,2007,6,6,100.0
31,Georgi,2007,6,6,100.0
32,Jaydenn,2007,6,6,100.0
33,Jaz,2007,6,6,100.0
34,Juelle,2007,6,6,100.0
35,Justise,2007,6,6,100.0
36,Kamarii,2007,6,6,100.0
37,Romie,2007,6,6,100.0
38,Sahej,2007,6,6,100.0
39,Skyeler,2007,6,6,100.0
40,Ahmi,2007,5,5,100.0
41,Armanie,2007,5,5,100.0
42,Brighten,2007,5,5,100.0
43,Caylan,2007,5,5,100.0
44,Elim,2007,5,5,100.0
45,Future,2007,5,5,100.0
46,Haeven,2007,5,5,100.0
47,Isah,2007,5,5,100.0
48,Keagyn,2007,5,5,100.0
49,Keaire,2007,5,5,100.0
50,Kenyada,2007,5,5,100.0
1,Jaylin,2008,524,524,100.0
2,Khali,2008,26,26,100.0
3,Avrey,2008,24,24,100.0
4,Corin,2008,23,23,100.0
5,Braelin,2008,20,20,100.0
6,Jalani,2008,18,18,100.0
7,Dominque,2008,15,15,100.0
8,Makana,2008,14,14,100.0
9,Tobie,2008,14,14,100.0
10,Adama,2008,13,13,100.0
11,Lupe,2008,12,12,100.0
12,Ramey,2008,12,12,100.0
13,Stephane,2008,12,12,100.0
14,Anmol,2008,11,11,100.0
15,Han,2008,11,11,100.0
16,Rmani,2008,11,11,100.0
17,Ariyan,2008,10,10,100.0
18,Carlyle,2008,10,10,100.0
19,Elim,2008,10,10,100.0
20,Miciah,2008,10,10,100.0
21,Nima,2008,10,10,100.0
22,Paxtyn,2008,10,10,100.0
23,Samauri,2008,10,10,100.0
24,Shadow,2008,10,10,100.0
25,Giavanni,2008,9,9,100.0
26,Jorryn,2008,9,9,100.0
27,Raylan,2008,9,9,100.0
28,Shiya,2008,9,9,100.0
29,Skiler,2008,9,9,100.0
30,Tacori,2008,9,9,100.0
31,Cailen,2008,8,8,100.0
32,Hudsyn,2008,8,8,100.0
33,Mauri,2008,8,8,100.0
34,Rhyen,2008,8,8,100.0
35,Tallis,2008,8,8,100.0
36,Xian,2008,8,8,100.0
37,Kosisochukwu,2008,7,7,100.0
38,Lanell,2008,7,7,100.0
39,Najai,2008,7,7,100.0
40,Oluwatosin,2008,7,7,100.0
41,Rossi,2008,7,7,100.0
42,Selby,2008,7,7,100.0
43,Shiraz,2008,7,7,100.0
44,Zayde,2008,7,7,100.0
45,Aidynn,2008,6,6,100.0
46,Carmon,2008,6,6,100.0
47,Chai,2008,6,6,100.0
48,Dakodah,2008,6,6,100.0
49,Emauri,2008,6,6,100.0
50,Haidan,2008,6,6,100.0
1,Michel,2009,55,55,100.0
2,Michal,2009,48,48,100.0
3,Haydyn,2009,32,32,100.0
4,Avry,2009,27,27,100.0
5,Adi,2009,26,26,100.0
6,Indiana,2009,26,26,100.0
7,Kemani,2009,26,26,100.0
8,Kenyatta,2009,21,21,100.0
9,Riyan,2009,20,20,100.0
10,Samar,2009,17,17,100.0
11,Amori,2009,16,16,100.0
12,Allyn,2009,15,15,100.0
13,Bradie,2009,13,13,100.0
14,Carlisle,2009,12,12,100.0
15,Kit,2009,12,12,100.0
16,Oluwadamilola,2009,12,12,100.0
17,Angell,2009,11,11,100.0
18,Eaden,2009,11,11,100.0
19,Maika,2009,11,11,100.0
20,Armanii,2009,10,10,100.0
21,Chesley,2009,10,10,100.0
22,Dacoda,2009,10,10,100.0
23,Keighan,2009,9,9,100.0
24,Omega,2009,9,9,100.0
25,Arrington,2009,8,8,100.0
26,Kumari,2009,8,8,100.0
27,Marcelle,2009,8,8,100.0
28,Oluwanifemi,2009,8,8,100.0
29,Shadow,2009,8,8,100.0
30,Siah,2009,8,8,100.0
31,Ugonna,2009,8,8,100.0
32,Lean,2009,7,7,100.0
33,Phynix,2009,7,7,100.0
34,Psalm,2009,7,7,100.0
35,Rayen,2009,7,7,100.0
36,Reyhan,2009,7,7,100.0
37,Ryian,2009,7,7,100.0
38,Santanna,2009,7,7,100.0
39,Aidynn,2009,6,6,100.0
40,Grae,2009,6,6,100.0
41,Johnie,2009,6,6,100.0
42,Lakshya,2009,6,6,100.0
43,Oluwatomisin,2009,6,6,100.0
44,Shyler,2009,6,6,100.0
45,Thanh,2009,6,6,100.0
46,Amadi,2009,5,5,100.0
47,Armahni,2009,5,5,100.0
48,Damarea,2009,5,5,100.0
49,Ecko,2009,5,5,100.0
50,Elim,2009,5,5,100.0
1,Salem,2010,67,67,100.0
2,Braylyn,2010,35,35,100.0
3,Atley,2010,29,29,100.0
4,Caelin,2010,17,17,100.0
5,Ryver,2010,17,17,100.0
6,Baylin,2010,16,16,100.0
7,Kamarii,2010,14,14,100.0
8,Rogue,2010,14,14,100.0
9,Dawsyn,2010,13,13,100.0
10,Evian,2010,12,12,100.0
11,Exodus,2010,11,11,100.0
12,Rai,2010,11,11,100.0
13,Gerren,2010,9,9,100.0
14,Remmy,2010,9,9,100.0
15,Aamari,2010,8,8,100.0
16,Breslin,2010,8,8,100.0
17,Cobie,2010,8,8,100.0
18,Nima,2010,8,8,100.0
19,Zani,2010,8,8,100.0
20,Zyian,2010,8,8,100.0
21,Rhyse,2010,7,7,100.0
22,Schylar,2010,7,7,100.0
23,Shadow,2010,7,7,100.0
24,Corley,2010,6,6,100.0
25,Inioluwa,2010,6,6,100.0
26,Jazari,2010,6,6,100.0
27,Majestic,2010,6,6,100.0
28,Rhylin,2010,6,6,100.0
29,Sanay,2010,6,6,100.0
30,Sian,2010,6,6,100.0
31,Tailor,2010,6,6,100.0
32,Taygan,2010,6,6,100.0
33,Zabdi,2010,6,6,100.0
34,Zacaria,2010,6,6,100.0
35,Bradee,2010,5,5,100.0
36,Chai,2010,5,5,100.0
37,Dae,2010,5,5,100.0
38,Dai,2010,5,5,100.0
39,Dee,2010,5,5,100.0
40,Demarie,2010,5,5,100.0
41,Gabriyel,2010,5,5,100.0
42,Haidin,2010,5,5,100.0
43,Jamile,2010,5,5,100.0
44,Jayel,2010,5,5,100.0
45,Joanny,2010,5,5,100.0
46,Kairyn,2010,5,5,100.0
47,Karstin,2010,5,5,100.0
48,Keilin,2010,5,5,100.0
49,Kosisochukwu,2010,5,5,100.0
50,Matia,2010,5,5,100.0
1,Taylen,2011,71,71,100.0
2,Valentine,2011,32,32,100.0
3,Zaylin,2011,25,25,100.0
4,Clarke,2011,23,23,100.0
5,Paxtyn,2011,22,22,100.0
6,Mackinley,2011,17,17,100.0
7,Baby,2011,16,16,100.0
8,Maddyx,2011,15,15,100.0
9,Sacha,2011,15,15,100.0
10,Kemoni,2011,14,14,100.0
11,Amory,2011,13,13,100.0
12,Coley,2011,13,13,100.0
13,Joss,2011,11,11,100.0
14,Rai,2011,11,11,100.0
15,Britten,2011,10,10,100.0
16,Oluwademilade,2011,10,10,100.0
17,Altair,2011,9,9,100.0
18,Amillion,2011,9,9,100.0
19,Blessed,2011,9,9,100.0
20,Dari,2011,9,9,100.0
21,Giavanni,2011,9,9,100.0
22,Keymari,2011,9,9,100.0
23,Jammie,2011,8,8,100.0
24,Marcelle,2011,8,8,100.0
25,Tallis,2011,8,8,100.0
26,Brekyn,2011,7,7,100.0
27,Judea,2011,7,7,100.0
28,Noha,2011,7,7,100.0
29,Olamide,2011,7,7,100.0
30,Riely,2011,7,7,100.0
31,Sevyn,2011,7,7,100.0
32,Skilar,2011,7,7,100.0
33,Temiloluwa,2011,7,7,100.0
34,Trystyn,2011,7,7,100.0
35,Zenith,2011,7,7,100.0
36,Acie,2011,6,6,100.0
37,Astyn,2011,6,6,100.0
38,Auryn,2011,6,6,100.0
39,Baraa,2011,6,6,100.0
40,Blu,2011,6,6,100.0
41,Demilade,2011,6,6,100.0
42,Deni,2011,6,6,100.0
43,Harkirat,2011,6,6,100.0
44,Jaleen,2011,6,6,100.0
45,Kaidynn,2011,6,6,100.0
46,Rease,2011,6,6,100.0
47,Taydem,2011,6,6,100.0
48,Toluwani,2011,6,6,100.0
49,Yu,2011,6,6,100.0
50,Baran,2011,5,5,100.0
1,Linden,2012,59,59,100.0
2,Micha,2012,23,23,100.0
3,Sacha,2012,16,16,100.0
4,Devlyn,2012,13,13,100.0
5,Jaye,2012,12,12,100.0
6,Neziah,2012,12,12,100.0
7,Jadence,2012,11,11,100.0
8,Logyn,2012,11,11,100.0
9,Tam,2012,11,11,100.0
10,Chesley,2012,10,10,100.0
11,Halston,2012,10,10,100.0
12,Kelin,2012,10,10,100.0
13,Kelyn,2012,10,10,100.0
14,Yichen,2012,10,10,100.0
15,Camauri,2012,9,9,100.0
16,Jayln,2012,9,9,100.0
17,Marcelle,2012,9,9,100.0
18,Shiya,2012,8,8,100.0
19,Yuan,2012,8,8,100.0
20,Aoi,2012,7,7,100.0
21,Astyn,2012,7,7,100.0
22,Damilola,2012,7,7,100.0
23,Danila,2012,7,7,100.0
24,Riel,2012,7,7,100.0
25,Terrin,2012,7,7,100.0
26,Amaurie,2012,6,6,100.0
27,Brittin,2012,6,6,100.0
28,Daire,2012,6,6,100.0
29,Harjas,2012,6,6,100.0
30,Kadian,2012,6,6,100.0
31,Khamryn,2012,6,6,100.0
32,Moo,2012,6,6,100.0
33,Music,2012,6,6,100.0
34,Oluwaferanmi,2012,6,6,100.0
35,Rhen,2012,6,6,100.0
36,Riven,2012,6,6,100.0
37,Zabdi,2012,6,6,100.0
38,Acea,2012,5,5,100.0
39,Azarya,2012,5,5,100.0
40,Candler,2012,5,5,100.0
41,Colbee,2012,5,5,100.0
42,Dioni,2012,5,5,100.0
43,Harjot,2012,5,5,100.0
44,Ivry,2012,5,5,100.0
45,Jaydynn,2012,5,5,100.0
46,Jermanie,2012,5,5,100.0
47,Kaedynn,2012,5,5,100.0
48,Karee,2012,5,5,100.0
49,Kasani,2012,5,5,100.0
50,Makay,2012,5,5,100.0
1,Arie,2013,79,79,100.0
2,Riyan,2013,34,34,100.0
3,Rooney,2013,32,32,100.0
4,Callaway,2013,19,19,100.0
5,Dezi,2013,13,13,100.0
6,Kelyn,2013,13,13,100.0
7,Ziyan,2013,12,12,100.0
8,Aalijah,2013,11,11,100.0
9,Remmy,2013,11,11,100.0
10,Vegas,2013,11,11,100.0
11,Devlyn,2013,10,10,100.0
12,Judea,2013,10,10,100.0
13,Brittan,2013,9,9,100.0
14,Neziah,2013,9,9,100.0
15,Pistol,2013,9,9,100.0
16,Sascha,2013,9,9,100.0
17,Temiloluwa,2013,9,9,100.0
18,Evian,2013,8,8,100.0
19,Jaloni,2013,8,8,100.0
20,Lawsyn,2013,8,8,100.0
21,Zaylyn,2013,8,8,100.0
22,Beren,2013,7,7,100.0
23,Harvin,2013,7,7,100.0
24,Lanier,2013,7,7,100.0
25,Lin,2013,7,7,100.0
26,Mel,2013,7,7,100.0
27,Renn,2013,7,7,100.0
28,Ruari,2013,7,7,100.0
29,Tashi,2013,7,7,100.0
30,Aquila,2013,6,6,100.0
31,Azhar,2013,6,6,100.0
32,Brekyn,2013,6,6,100.0
33,Chi,2013,6,6,100.0
34,Daylynn,2013,6,6,100.0
35,Devereaux,2013,6,6,100.0
36,Rockie,2013,6,6,100.0
37,Tyjah,2013,6,6,100.0
38,Zakariyah,2013,6,6,100.0
39,Abiola,2013,5,5,100.0
40,Brae,2013,5,5,100.0
41,Destine,2013,5,5,100.0
42,Ebba,2013,5,5,100.0
43,Finnlee,2013,5,5,100.0
44,Fiyinfoluwa,2013,5,5,100.0
45,Happy,2013,5,5,100.0
46,Khymani,2013,5,5,100.0
47,Kolbee,2013,5,5,100.0
48,Lohgan,2013,5,5,100.0
49,Milen,2013,5,5,100.0
50,Monti,2013,5,5,100.0
1,Dru,2014,26,26,100.0
2,Yona,2014,17,17,100.0
3,Christin,2014,16,16,100.0
4,Adama,2014,14,14,100.0
5,Majestic,2014,11,11,100.0
6,Reynolds,2014,11,11,100.0
7,Kimoni,2014,10,10,100.0
8,Isadore,2014,9,9,100.0
9,Kairee,2014,9,9,100.0
10,Adriann,2014,8,8,100.0
11,Connelly,2014,8,8,100.0
12,Khamryn,2014,8,8,100.0
13,Lohgan,2014,8,8,100.0
14,Marcelle,2014,8,8,100.0
15,Rainn,2014,8,8,100.0
16,Soma,2014,8,8,100.0
17,Aaris,2014,7,7,100.0
18,Adoniah,2014,7,7,100.0
19,Breyer,2014,7,7,100.0
20,Keani,2014,7,7,100.0
21,Merrill,2014,7,7,100.0
22,Renny,2014,7,7,100.0
23,Takari,2014,7,7,100.0
24,Damilola,2014,6,6,100.0
25,Imri,2014,6,6,100.0
26,Kindred,2014,6,6,100.0
27,Kitt,2014,6,6,100.0
28,Life,2014,6,6,100.0
29,Nay,2014,6,6,100.0
30,Noell,2014,6,6,100.0
31,Ravin,2014,6,6,100.0
32,Winner,2014,6,6,100.0
33,Adar,2014,5,5,100.0
34,Akon,2014,5,5,100.0
35,Aleksi,2014,5,5,100.0
36,Amaurie,2014,5,5,100.0
37,Arly,2014,5,5,100.0
38,Asil,2014,5,5,100.0
39,Autry,2014,5,5,100.0
40,Finesse,2014,5,5,100.0
41,Ivon,2014,5,5,100.0
42,Korin,2014,5,5,100.0
43,Lakshya,2014,5,5,100.0
44,Maziah,2014,5,5,100.0
45,Nasim,2014,5,5,100.0
46,Natale,2014,5,5,100.0
47,Nazari,2014,5,5,100.0
48,Sabriel,2014,5,5,100.0
49,Sahej,2014,5,5,100.0
50,Shavon,2014,5,5,100.0
